gelukm;gelukv;educm;heightm;BMIm;healthm;consm;extram;agreem;emom;autom;riskym;Agem;educv;heightv;BMIv;healthv;consv;extrav;agreev;emov;autov;riskyv;Agev
2;2;2;177;21,066744;4;-0,18764;-0,787161;-0,267666;0,054143;-0,683607;0,154977;36;2;174;23,120625;3;0,901065;0,046241;0,164852;-0,582508;0,351746;0,594565;31
2;1,5;2;189;22,955685;3;-0,752877;0,04575;-0,053268;-0,118293;0,082021;-0,144183;29;2;164;21,564545;3;0,212246;0,320163;-0,40636;-0,465513;-0,163644;0,026175;26
1;2;2;170;25,951557;3;-1,29723;-0,199644;-0,580517;-0,61177;-0,132105;0,421645;31;1;160;21,09375;3;-1,29723;0,026896;-0,596388;-0,740095;0,121873;-0,016293;31
1;2;2;183;24,784258;3;-0,722279;-0,787161;-0,319;-0,618849;-0,386083;0,486173;40;2;158;20,829996;4;-1,05298;0,877678;-0,513313;-0,280498;0,697481;0,431755;38
2;2;2;185;26,296566;3;-1,587619;-0,501601;-0,322721;-0,451343;0,419397;0,066636;29;2;167;19,721037;3;-0,773033;-0,901905;-0,475425;-0,643451;0,187238;0,085326;27
1;2;3;191;28,233875;4;-0,783476;0,898007;-1,119422;-0,953183;0,066275;0,317188;37;2;176;24,535124;3;-1,852753;0,044276;-0,771109;0,200552;-1,179511;0,11993;32
2;2;2;175;23,836735;3;-0,207068;0,178857;-0,53898;0,318366;0,183498;0,376209;30;2;168;17,71542;3;-1,01874;0,064604;0,225981;-0,123867;0,270635;-0,257582;28
2;2;2;176;22,598141;3;-0,630752;1,16373;-0,529184;-0,068865;-0,092253;-0,675439;35;1;158;39,256531;3;0,078223;-0,22768;-0,537119;-0,652543;-0,374031;0,095646;34
2;2;2;188;24,898144;3;-1,523509;0,308525;0,310423;-0,836105;-0,746685;-0,4799;27;2;170;25,951557;3;-1,319571;-0,502584;-1,08396;-0,447509;-0,120052;0,096349;25
2;2;1;194;24,178978;3;-1,542936;0,462451;-0,545054;0,216936;-0,120052;0,424293;25;1;171;28,042816;2;-0,598697;0,073294;0,245572;-0,623683;-0,181677;0,216913;28
1;1;1;190;20,498615;4;-1,05298;0,879644;-0,790701;-0,954081;-0,318432;0,437732;30;2;168;20,549887;4;-0,190554;0,309507;-0,755239;-0,341413;-0,250781;0,239831;29
2;2;2;189;19,316368;3;0,069965;0,330818;-0,806572;-0,524299;-0,50102;0,261563;29;1;168;20,195578;3;-0,189097;-0,227189;-0,245721;-0,485462;0,465275;0,119385;26
1;1;1;182;22,944088;4;-1,008298;-1,317624;-0,560925;0,091853;0,753079;-1,959217;40;1;178;24,618103;4;-0,18327;0,862264;1,258533;0,096381;-0,521385;0,405966;40
2;2;1;172;27,041645;3;-0,598697;0,206893;-1,040562;0,208128;-0,262788;0,030944;29;2;168;29,407597;4;0,101292;0,349181;0,997016;-0,048875;1,169279;-0,985456;26
1;1;1;188;22,634676;3;-1,277802;0,028861;-1,351552;-0,566524;0,632117;0,156838;43;1;161;25,847769;2;-0,476572;0,595067;-0,025741;-0,629591;0,177472;0,195599;38
2;2;2;178;21,461937;4;-0,073772;-0,77798;-0,340452;-0,292535;0,329973;-1,254313;35;1;163;21,453573;3;-0,064058;0,879644;-0,041612;-0,003925;0,177472;0,262045;35
2;2;2;172;22,985397;3;0,078951;0,61343;-0,877497;-0,571595;0,673375;0,151408;32;1;167;24,740938;3;-1,216605;0,859316;-0,545054;-0,726387;-1,191564;0,281611;27
2;2;2;194;22,850462;3;-0,452774;0,027879;0,251647;0,06863;0,121873;0,19963;36;1;171;25,990904;3;0,101292;0,047224;-0,861626;-0,080952;-0,144158;-0,097981;35
2;2;1;180;25,308641;3;-1,295773;-0,220955;0,981145;0,182654;1,478856;0,681946;30;2;176;24,212294;4;-0,352991;0,595558;-0,39049;-0,030836;-0,374031;0,192593;27
3;2;2;179;23,095409;3;-0,207068;0,168693;-0,439962;-0,723372;-0,098279;-0,10395;36;1;167;22,589552;3;-0,34182;0,330327;-0,574442;-0,649145;0,270635;0,165321;36
2;2;2;174;21,799444;3;-0,207068;0,046241;-0,303129;-0,623087;-0,441682;0,271146;42;2;165;25,711662;3;1,149685;-0,198661;1,274404;0,819709;1,732834;-2,44097;38
3;2;3;169;22,408178;4;-2,385935;0,595067;-1,135293;-0,293355;-0,243301;-0,074759;42;1;160;21,484375;4;-0,475116;0,063622;0,045184;-0,339352;-0,615956;0,307401;40
1,5;2;3;194;21,256245;4;0,36497;0,028861;-0,659943;0,491742;-1,064575;0,33515;37;2;165;23,507805;3;1,035089;-0,199644;0,253508;0,58349;-0,126079;-0,106719;32
2;2;2;168;25,510204;3;-0,073772;-0,210791;-0,422231;-0,547796;0,161725;-0,139228;43;2;168;26,57313;3;-0,208525;0,036569;-0,285398;-0,698618;-0,534845;0,265433;37
2;2;1;196;21,605581;3;-1,316658;-0,522913;-0,560925;-0,461525;-0,374031;-0,019907;27;1;169;22,758307;3;-0,720822;-0,239318;-0,525463;-0,985358;-0,052401;0,117244;26
1;2;3;183;23,888441;3;0,366426;-0,238336;-0,248075;-0,051978;-1,433489;0,431114;28;1;170;20,761246;3;-0,226496;-0,21899;1,500459;-0,177198;0,903248;0,174989;23
2;2;2;193;24,69865;4;-0,064787;-0,778962;-0,146704;0,020992;-0,153878;0,086064;35;2;164;24,167162;3;-0,731264;0,339509;0,069555;0,058155;0,23681;0,27951;37
2;2;2;180;23,148148;4;-1,011211;0,025913;0,735498;0,111693;-0,211809;0,564651;34;2;174;27,744749;3;0,203261;-0,910104;-0,338591;-0,53428;0,673375;0,244804;28
2;2;2;180;23,148148;3;-0,741707;1,163238;-1,325885;-0,113458;-0,869934;0,191951;36;1;182;22,642193;3;-0,189097;0,878661;-0,00987;0,331483;0,741027;0,365867;33
1;1;2;187;21,733536;4;0,901065;-0,181281;0,493573;0,845041;-0,707713;-0,073661;29;2;168;20,549887;4;0,346999;1,164221;-0,061203;-0,304979;0,363799;0,063066;27
2;2;2;176;27,117769;3;-0,589712;0,292127;0,608461;0,800943;0,363799;-0,111013;32;2;162;19,051973;3;-0,475116;-0,503567;-1,032627;0,332431;-0,869934;-0,344885;24
1;2;2;178;22,724403;3;0,633017;-0,806507;-0,064925;0,581314;0,915301;0,403081;27;1;168;22,321428;3;-0,226496;0,349181;-0,045333;-0,206293;0,419397;0,317265;27
2;2;2;182;23,849777;3;-0,168212;0,329836;-0,287258;0,068393;-0,076507;0,373852;33;2;177;23,939482;3;-0,74462;-0,256698;1,258533;-0,294703;0,915301;0,483766;29
1,5;1,5;1;170;25,259516;4;0,490736;-0,361278;0,616396;0,061705;0,391598;0,444888;33;2;167;22,948116;4;-0,465402;-0,096047;0,346943;-0,548212;0,13762;-0,495754;32
2;1;1;176;27,76343;2;0,078951;0,349181;-0,600109;-1,114152;0,165419;-1,097046;40;1;170;24,913494;3;-1,276345;0,328853;0,290831;-0,016819;0,201577;-1,006186;37
2;1;1;172;28,731747;3;-0,189097;-0,342915;-0,033676;0,138688;0,177472;0,371844;34;1;170;20,761246;3;0,038639;0,614413;-0,251796;-0,444759;0,189524;0,228925;21
1;1;2;185;24,251278;4;0,037182;0,048207;-0,080795;-0,968098;0,970899;-0,445417;46;1;165;26,446281;4;-0,464673;0,463434;0,588869;0,177057;0,661323;-0,621335;38
1;2;1;176;21,952478;3;-0,743163;-0,627001;-0,32086;-0,355676;0,270635;0,280471;30;1;173;20,047445;3;-0,475116;-0,380624;-0,293333;-0,586511;-0,562644;0,311009;29
2;2;1;184;26,583176;3;0,644188;-0,504058;0,761165;0,970696;0,54036;0,193714;40;1;164;36,064842;3;0,747613;0,878661;-0,136908;-1,045222;-0,318432;0,091377;39
1;1;1;184;23,038752;4;-1,410369;0,624085;0,868118;0,812163;1,076116;0,313457;32;2;171;27,016859;3;-0,208525;0,169676;0,079351;-0,538719;-0,138131;-0,773158;28
1,5;2;1;194;26,570305;3;-0,474387;0,169184;-0,015945;-0,033901;-0,098279;0,232432;31;1;172;28,731747;3;0,098379;-0,503567;0,513164;0,60333;-0,132105;0,209995;30
1;1,5;2;187;24,307243;3;0,224145;0,471633;-0,267666;-0,389455;-0,909786;-2,351528;40;2;160;27,34375;4;-1,144507;0,472124;0,44224;-0,059457;0,633524;0,648941;37
1;1;2;188;24,049343;4;0,3351;0,725717;-0,361102;0,248237;-0,328152;-0,139775;40;1;180;19,444445;4;0,479566;0,897515;-0,119177;0,460778;-0,185417;-0,471691;37
1;2;2;178;21,461937;4;-0,475116;0,178366;0,473981;0,544033;0,677115;0,383357;28;2;170;19,031141;3;0,059523;0,046241;-0,287258;-0,308767;-0,132105;-0,009763;30
1,5;1,5;3;184;18,312855;4;-0,218238;0,870954;0,111092;-0,65716;0,044456;0,242074;38;2;168;21,258503;4;-0,208525;0,178857;0,087287;-0,242509;0,552413;0,167107;35
2;2;1;176;24,212294;4;-0,43626;-1,602201;-1,622865;-0,240741;-0,881987;0,41844;49;2;170;25,951557;1;-0,075229;1,02095;-0,511453;-0,045359;-0,086227;0,242558;38
1;2;3;191;22,203339;4;-0,753606;0,339017;-0,045333;0,474958;0,209011;0,065513;29;1;174;19,487383;3;-0,207068;0,027879;0,513164;0,335768;-0,386083;-0,78666;26
2;2;1;192;24,956596;4;0,233859;0,71801;0,419729;1,022228;-0,578391;0,232777;50;1;178;24,618103;4;-1,544393;0,329836;-0,857905;-0,593282;-0,751258;0,383875;33
1;1;2;177;21,70513;4;1,167656;-0,768798;1,52005;0,24466;-0,775364;0,750879;29;2;164;33,090424;2;0,346999;-0,767815;0,477702;-0,483755;0,165419;-4,286798;30
2;2;1;188;20,937075;2;-0,433346;0,309507;-0,861626;-0,480034;0,054222;0,244804;37;1;165;28,282827;3;0,101292;-0,503567;0,513164;-0,17856;-0,132105;-1,396927;35
2;1;1;186;22,545959;3;-0,189097;0,898007;-0,322721;-0,418602;0,927354;0,130235;27;1;172;20,619253;3;-0,475116;-0,503567;-0,303129;-0,469194;-0,132105;0,280934;27
1;2;2;187;26,880951;3;0,266374;0,880627;-1,087681;-0,275717;-0,89404;0,165982;37;2;167;20,079601;3;0,059523;0,59605;-0,045333;0,464589;0,109821;0,201515;30
2,5;1,5;2;185;24,835646;4;-0,208525;0,036077;-0,031816;-0,385357;-0,380057;0,31749;35;1;172;18,591131;4;-1,038896;0,727683;0,180722;0,125856;0,351746;-0,129059;34
2;2;1;184;26,583176;3;-0,743163;-0,52193;-0,529184;-0,715378;-0,683607;0,002151;43;2;170;26,98962;3;-0,475116;0,045259;-0,041612;-0,351878;-0,132105;0,341807;35
3;2;2;191;22,477453;3;-1,009754;-0,503567;-0,857905;-0,42542;0,375852;-0,698715;41;1;164;19,705532;3;-0,34182;0,198203;-0,069139;-0,212533;0,744766;0,258555;38
2;1;1;172;22,647377;3;-0,609868;0,178366;-0,398425;0,343236;-0,092253;0,339864;28;3;163;21,453573;3;-0,207068;0,595067;-0,545054;-0,451343;-0,937585;0,153374;27
2;2;1;170;30,103806;3;0,76777;0,160494;-0,049054;0,827688;1,788433;0,206847;47;2;159;25,711008;4;0,882366;0,482288;-0,71549;-0,777745;-1,092374;-0,0579;39
2;2;1;193;25,50404;4;-0,475116;0,349181;0,75509;0,705992;0,673375;0,042371;40;2;163;22,206331;4;0,06098;0,614413;-0,564646;-0,07359;-0,69566;-0,046814;32
2;2;3;181;22,282593;3;-0,208525;-0,52193;-0,303129;-0,340917;-0,132105;0,153374;35;2;171;21,887075;4;-0,496;1,163238;-1,048497;-0,330145;0,201577;-4,286798;34
1,5;2;1;171;23,597004;4;0,755871;-1,326805;-0,400286;0,749754;0,508867;0,136968;35;1;161;22,375679;3;-1,256918;0,02493;-0,232204;-0,151583;-0,107999;-4,286798;31
2;2;3;181;23,808798;4;-1,319571;0,328853;-1,345477;-0,151369;-0,540825;0,256874;39;2;170;23,529411;3;-1,032096;1,163238;-0,790701;-0,042032;1,007058;0,391092;40
2;2;2;180;20,679012;3;0,634474;-0,789126;1,016607;1,112603;-0,08856;0,675709;38;2;175;20,244898;3;-0,084215;1,02095;-0,666017;0,015666;-0,90376;0,706002;34
1;2;3;187;22,877405;3;-1,29723;-0,095556;-0,582378;-0,51701;-0,138131;0,407996;29;3;172;18,591131;3;-1,563821;0,31049;-1,39681;-0,703163;-0,49728;-0,649171;27
2;2;1;174;23,120625;2;0,078951;-0,077684;-0,382555;0,031175;0,443503;0,07666;39;1;167;25,816629;3;1,435704;-0,466841;-0,755239;-0,525453;-1,123913;0,173864;37
2;4,5;3;183;25,680075;3;-0,877187;-0,085883;0,112953;0,491057;0,304461;0,168089;39;2;168;23,384354;3;-0,055801;-0,50455;-0,533398;-0,321041;-0,516766;-0,203507;34
2;2;2;185;24,835646;3;0,367883;0,026896;-0,267666;0,973909;-0,064454;0,788532;33;1;174;22,460033;3;1,169113;0,026896;0,513164;-0,03467;-1,259215;0,18413;28
2;2;1;180;28,395061;3;-1,04861;-0,183247;-0,267666;-0,555187;0,697481;-0,123522;30;2;169;20,307413;3;-0,054345;0,320163;0,495433;-0,442712;-0,29292;-0,275146;23
3;2;1;174;21,469151;3;0,345542;0,045259;-0,806572;-0,333792;-0,120052;0,022083;30;2;158;25,23634;3;-0,208525;-0,787161;0,493573;0,08305;0,617777;-0,292251;32
3;3;2;193;27,383286;3;-0,475116;-0,370951;-0,033676;-0,458505;-0,540872;0,234979;39;2;170;19,031141;3;0,078951;-1,052392;-0,045333;-0,209537;0,673375;0,368533;37
1;2;2;185;23,374725;4;-0,990327;0,330818;-0,78698;0,197384;-0,869934;-0,586931;31;2;172;20,281233;4;0,615046;0,330818;1,535921;1,518623;1,423258;-0,457831;30
2;2;1;180;23,148148;3;-0,475116;-0,503567;-0,826164;-0,212828;-0,132105;0,173864;34;1;170;20,761246;2;0,346999;0,349181;1,258533;0,226;0,661323;0,123256;30
2;1;1;167;23,306681;3;-0,455688;0,045259;-0,842034;-0,454823;0,320254;-0,237448;53;1;167;28,685144;3;-1,011211;0,027879;0,251647;-0,056404;-0,132105;0,367391;37
2;2;2;189;29,954369;3;-1,05298;-0,766833;-0,064925;-0,309593;0,915301;0,667669;29;2;168;25,510204;3;-0,218967;-0,200136;-0,77297;-0,019744;-0,368004;0,250981;30
1;1;1;184;22,152647;4;-0,331378;-0,938631;0,243712;-0,03602;-0,104306;0,222431;29;1;168;20,549887;4;-0,898072;1,42847;-0,804711;0,054272;-0,494993;-0,396816;26
2;2;2;184;22,152647;4;-0,473659;-0,237353;0,255368;-0,106641;-0,429629;-0,140409;40;1;172;22,647377;3;1,169113;0,880627;0,477702;0,489801;0,109821;0,2106;36
2;2;2;178;26,511805;3;0,345542;0,310981;-0,788841;-0,441956;-0,494993;0,18299;43;2;175;21,224489;3;0,22196;0,879153;-0,519388;0,061564;-0,594183;0,279569;39
2;2,5;2;189;20,436157;3;-0,885444;0,065587;-0,285398;0,066701;-0,126079;-0,024674;25;2;158;32,046146;2;-0,455688;-0,219973;-0,303129;-0,469194;0,43145;-3,264858;28
1;1;1;185;24,835646;3;-1,011211;1,305527;-1,08396;-0,030891;-0,572411;-2,239564;42;1;173;21,718065;3;0,335828;0,889317;-0,265806;0,019252;0,012963;-1,073325;38
2;1,5;2;182;24,151672;3;-0,608411;-0,389805;-0,55485;-0,321303;0,000911;0,458424;29;1;170;24,221453;4;-1,019468;-0,086374;-0,191962;-0,469289;0,391598;-1,084584;27
2;3;2;188;23,766411;3;-1,030639;0,329836;-0,303129;-0,173009;0,022683;-1,917218;33;2;167;19,003908;3;-0,475116;0,329836;-0,303129;-0,212828;0,43145;0,158946;29
2;2;1;192;24,142796;3;-0,248837;0,632776;-0,30685;-0,423028;0,927354;-0,543131;37;2;166;23,951227;3;-2,653983;0,31049;-1,119422;-0,30486;-0,806856;-3,423821;35
1;2;1;181;27,166449;3;-2,141685;0,064604;-0,857905;-0,828787;-0,187703;0,063345;41;1;176;26,472107;3;0,367155;-0,341441;0,366535;0,134746;0,403651;0,133304;25
1;1;2;191;23,573915;4;-0,743163;1,163238;0,255368;0,85271;0,133926;0,031386;26;2;170;20,069204;3;0,203989;0,595067;-1,066229;-0,539961;-1,058548;0,063849;25
2;2;1;171;25,306932;3;-0,741707;0,595558;0,063481;-0,115194;0,199244;-0,689429;41;2;154;24,87772;3;0,899608;-0,484221;-0,045333;-0,730409;0,927354;0,569667;39
2;2;2;175;29,387754;4;0,099835;-0,237353;0,497294;-0,169952;-0,076507;0,458684;43;2;170;24,913494;3;0,348455;0,59605;0,981145;0,093774;0,605725;0,286911;40
2,5;2;2;178;24,302486;3;-0,743163;-0,787161;0,513164;0,086293;0,121873;-0,042782;40;2;162;22,10029;3;0,090122;0,189021;-0,424092;-0,266091;-0,253068;-1,627253;40
2;2;1;170;26,98962;4;-0,454231;-0,787161;0,232055;0,306506;0,419397;0,084114;42;1;163;21,829952;3;-0,208525;0,065587;-0,529184;0,094601;-0,120052;0,206988;31
2;2;2;178;23,671253;4;-0,166756;0,312455;-0,545054;-0,209397;-0,937585;0,453092;34;3;173;24,056934;3;0,881637;0,577687;0,235776;-1,243375;-0,949638;0,20635;31
1;1;2;185;23,374725;3;-0,475116;-0,787161;0,997016;0,841798;0,351746;-0,062008;32;1;175;22,857143;4;0,058066;-1,072721;0,200314;0,329777;0,927354;0,302988;31
1;1,5;1;180;24,691359;4;-0,177198;0,188039;-0,295194;-0,262739;-0,286893;-0,453436;31;2;168;25,510204;3;0,058795;1,154548;0,14048;0,098759;-0,50102;-0,762182;31
1;2;2;182;24,151672;3;0,078951;0,350164;0,290831;1,112603;0,201577;-4,286798;42;1;168;21,967121;3;0,902522;0,614413;-0,006149;0,075922;-0,937585;-0,102756;40
2;2;2;172;22,309357;3;-0,720822;-0,237353;-0,354462;-0,636345;-0,398136;0,212961;27;2;169;19,957285;3;-0,207068;0,329836;0,219906;0,46518;-0,441682;-0,033456;27
2;2;2;182;22,642193;3;-1,163206;0,879644;-0,127112;0,361524;-0,268814;0,177674;34;2;167;22,230988;3;-0,733449;-0,788144;-0,695405;-0,195655;-0,215502;0,248469;33
2;2;2;189;29,114527;2;0,469852;1,021441;0,409933;-0,040235;-0,473221;0,428429;44;2;170;25,951557;3;0,346999;-0,238336;0,513164;-0,052757;0,121873;0,551735;37
1,5;2;2;182;26,566839;3;1,178827;-0,814705;1,044134;0,203877;-0,469481;0,048289;40;2;179;24,343809;2;0,337285;-0,351606;0,243712;-0,135029;0,43145;-0,374395;39
1;1;1;176;25,826447;3;-1,586162;-0,786178;-1,119422;-0,390967;-0,751258;0,255355;30;1;158;21,631149;4;-1,873638;-0,07621;-0,545054;-0,298089;-0,374031;0,607681;28
1;2;2;195;22,090731;3;-0,186183;0,878661;-1,294144;0,032194;0,003197;-1,490321;31;2;165;23,875114;3;-0,189097;-0,520947;0,235776;0,343438;0,177472;0,053555;29
1;1;1;186;23,702162;3;-1,696388;0,737355;-0,517527;0,473195;-0,207189;0,046665;31;2;175;23,183674;3;-0,190554;0,594084;-1,032627;-0,957728;-1,235109;0,073974;28
2;2;2;180;29,320988;3;-0,786389;1,429452;-2,126308;-1,252827;-0,306379;0,149001;38;1;169;21,707924;4;0,345542;-0,522913;0,513164;-0,227979;0,487048;0,054886;32
1,5;1;3;195;22,879684;4;-0,053616;-0,46635;0,774682;-0,269491;-0,032915;0,188463;26;2;168;23,738663;3;0,367883;-0,237353;0,513164;0,482132;0,177472;0,235262;26
2;2;2;187;24,307243;3;-0,434803;0,879644;0,271239;0,705992;-0,683607;0,122058;30;2;157;20,690495;2;-0,494543;0,632776;-0,061203;-0,601165;1,181332;-0,379889;26
2;2;3;188;25,746944;3;-0,209981;0,887843;-0,634276;0,225648;-0,157618;-0,016886;39;3;167;21,513859;3;0,881637;0,917352;0,216185;0,185898;0,054222;0,115718;38
2;2;2;189;27,434843;3;-0,351534;0,330327;-0,043472;0,061446;0,270635;0,721764;37;2;187;27,16692;3;-0,311222;0,594576;-0,675813;-0,242332;-0,120052;0,110263;36
2;2;1;178;23,98687;3;-0,619582;0,055423;-0,146704;-0,259058;-0,098279;-0,441634;33;1;168;24,801588;3;-0,198082;-0,077684;-0,025741;-0,123655;-0,005116;-1,264132;30
2;3;2;178;20,515087;4;0,080408;-0,503567;-0,580517;-0,453996;0,121873;0,027697;34;2;163;20,700817;3;-0,495272;-0,635691;-0,174231;-0,335888;0,016657;0,283961;31
2;2;2;186;21,389755;3;-1,418626;-0,768798;0,091008;-1,028022;0,056509;0,354642;30;3;169;21,707924;3;-0,320207;0,15902;-0,388629;-0,43694;-0,241015;0,23199;29
2;2;2;176;22,598141;3;-0,18764;-0,485204;0,255368;0,973909;-0,628009;0,22499;40;2;172;20,957273;3;0,346999;-0,483238;-0,548776;0,728315;0,121873;-0,638452;40
2;2;2;183;23,291229;3;-2,098459;1,163238;-0,81172;-1,18525;0,221017;-0,312456;35;2;168;23,384354;3;-1,316658;0,063622;0,477702;-0,177435;0,308201;0,613328;34
2;2;2;170;26,297577;3;-0,741707;-0,503567;0,255368;-0,338218;-0,628009;-0,356269;33;2;165;24,977043;2;-0,18764;-0,522913;-0,267666;-0,59418;-0,318432;0,439431;36
2;2;2;182;25,359257;3;-0,702851;0,309507;-0,283537;-1,238077;-0,572411;0,277123;44;1;176;21,629648;3;0,326114;0,632776;-1,53607;-0,298633;-0,095946;0,211886;40
3;2;2;185;21,913805;3;0,078951;-0,503567;-0,751518;0,064915;-0,603903;0,427217;27;2;168;21,258503;3;-0,18764;0,045259;0,493573;0,332121;0,109821;0,086447;27
2;2;3;187;36,603848;2;-0,723736;-1,054358;-0,232204;0,33513;-0,417576;0,273884;36;2;167;25,816629;3;0,080408;1,163238;-0,025741;-0,195736;-0,076507;-0,063609;35
2;2;2;178;22,09317;3;0,62476;0,59605;-0,798637;-0,42739;-0,528819;0,171257;31;2;165;26,078972;3;0,089393;0,065587;0,503369;-0,232707;0,143646;0,123256;30
2;1,5;1;176;24,857954;3;-0,742435;0,330327;-0,40636;0,063481;-0,528819;0,359852;33;1;176;21,952478;3;-0,331378;0,746537;-0,529184;0,129265;-0,628009;-0,99276;28
2;1,5;1;168;21,967121;4;-0,475844;0,320654;-0,1565;0,12723;0,375852;0,407975;30;1;161;19,675167;3;-0,608411;0,755718;-0,303129;-0,465655;-0,286893;0,238244;28
2;2;3;180;23,456791;4;0,881637;-0,787161;-0,045333;-0,040802;0,165419;-0,684738;31;2;175;22,857143;4;-0,475116;-0,199644;0,75509;0,453085;0,109821;0,442742;28
2;2;2;190;34,34903;3;-1,163206;0,595067;-0,043472;-0,27511;-0,038941;0,370042;35;3;169;21,007668;3;-0,352262;-0,095064;-0,414296;-0,853837;-0,655808;0,330197;33
2;2;2;190;27,70083;4;-1,607047;0,063622;-0,873776;-1,084394;0,320254;0,103286;31;2;173;19,379198;3;0,085751;0,87817;-1,1676;-0,729453;-1,084061;0,212055;33
2;2;1;191;25,218607;3;0,634474;-0,485204;-0,006149;0,710229;-0,881987;-4,286798;30;2;165;28,650137;4;0,348455;-0,464875;1,016607;0,229648;0,165419;-0,713168;32
2;2;1;187;24,307243;3;0,049081;-0,200136;-0,035537;-0,264632;0,524614;0,349206;32;2;170;17,301039;3;0,069965;-0,105229;-0,666017;-0,660011;-0,931559;0,322637;31
2;1;2;182;24,453568;4;0,101292;-1,052392;0,739219;0,318226;1,490909;-0,022028;27;3;162;22,10029;4;0,367883;0,309507;0,048905;1,229919;-1,731013;0,081355;29
3;2;2;199;23,231737;2;-1,047153;-0,502584;-0,319;-0,312341;-1,005237;-4,286798;37;1;168;19,84127;3;0,099835;0,859316;-0,232204;0,115979;0,201577;-0,149836;32
1;2;2;165;25,344353;3;-1,009754;0,614413;-0,424092;-0,554068;-0,606236;-2,338873;37;1;155;19,562956;3;-0,18764;-1,603183;0,997016;0,296137;1,169279;0,407534;36
2;2;1;198;21,681461;4;-1,29723;-0,769781;0,216185;0,193239;0,109821;0,027123;31;1;176;18,724174;3;1,437161;1,163238;-1,08396;-0,999657;-1,191564;0,436763;32
2;2;1;180;25,308641;3;-0,454231;-0,21899;-0,842034;-0,102047;-0,132105;-1,295253;29;2;174;19,817677;3;0,366426;-0,502584;-0,755239;0,167221;-0,981131;0,133964;28
2;2;1;174;25,432686;4;-0,516885;1,446832;-0,548776;-0,056283;0,741027;-0,466548;39;2;173;25,727554;4;0,081865;-0,486187;0,532756;-0,54053;-1,247162;-0,291592;40
2;2;1;178;22,408787;2;-1,504081;0,291144;-1,377219;-0,824127;0,443503;-4,286798;28;1;160;25;4;0,631561;0,064604;1,313587;0,049765;0,487048;-4,286798;27
1,5;3;2;183;19,409359;2;-0,34182;0,737355;0,148416;0,406831;-0,445421;0,29366;31;1;165;34,159779;2;0,594162;-0,21899;1,500459;-0,953798;1,212825;-1,744256;28
1;1,5;2;178;21,14632;4;-0,485558;0,59605;0,112953;-0,104242;-0,540872;0,00007;34;2;177;25,216253;3;0,223417;1,021441;-0,02202;-0,172713;-0,683607;0,062582;31
2;2;1;182;26,868736;4;0,059523;-0,769781;-0,30685;0,079946;0,673375;-0,12318;40;1;172;19,943213;4;1,169113;0,878661;-1,310015;-0,82886;-0,925533;-2,161551;40
2;2;1;185;24,835646;3;-0,186912;-0,229154;-0,17237;-0,292807;-0,540872;0,274058;38;1;160;18,75;3;-0,054345;0,728174;0,130684;-0,627602;-0,253068;0,092039;34
1;1;2;173;30,739416;3;1,189998;1,731409;0,310423;1,248005;-0,969078;0,463652;33;1;157;33,267071;3;1,189998;1,713046;-0,509592;-0,190436;-0,727152;0,73997;36
1;1;1;191;24,670376;4;0,634474;0,311473;-0,564646;0,08378;-0,132105;0,498444;31;1;170;26,98962;4;0,367883;0,046241;0,997016;0,097489;0,351746;0,409854;32
2;2;2;178;22,09317;4;-0,074501;-0,645364;-0,136908;-0,319432;-0,27484;0,534573;48;1;182;22,038401;3;-0,618853;0,339509;-0,432027;-0,322865;-0,407856;0,288829;37
2;2;2;184;24,515596;3;-0,74025;0,025913;-0,541333;0,208577;0,455556;-0,035222;41;1;174;26,093275;3;0,61359;-0,218007;0,477702;0,838506;0,109821;-0,485359;31
2;2;2;172;22,985397;3;-0,475844;-0,929941;-0,164435;-0,447756;0,304461;0,372865;36;2;168;25,155895;2;0,346999;-1,052392;-0,041612;-0,322193;-0,69566;0,409135;33
1,5;1;1;192;20,61632;4;0,058795;-0,362261;0,269378;-0,047454;-0,225269;0,507664;28;1;168;19,486961;4;-0,455688;0,320163;0,227841;-0,141329;0,177472;0,372984;24
1;1;1;189;21,276001;4;-0,743163;0,737355;0,081705;0,228361;1,070089;0,234438;27;1;173;23,388687;3;0,346999;0,196729;-0,673953;-0,802244;-0,368004;-0,039952;27
1;2;2;170;25,259516;3;0,388768;1,305527;-1,032627;0,695171;-0,163598;-1,083435;42;2;167;24,382374;4;-0,189097;0,062639;-0,045333;-0,173176;0,363799;-1,220414;40
1;2;2;178;24,618103;4;-1,008298;0,31049;-0,40636;0,760008;-0,30264;0,252582;28;1;160;21,484375;3;0,335828;0,320163;-0,166296;-0,04144;-0,011142;0,269544;27
2;2;2;191;24,944492;3;-0,075229;-0,654545;0,089147;-0,062583;0,022683;0,490264;32;2;171;23,93899;3;-0,629296;0,34;0,12461;-0,428414;-0,50102;0,196101;29
2;2;2;185;24,835646;4;-0,342548;0,065096;-0,035537;0,2753;0,397624;0,145994;36;2;175;20,897959;2;0,346999;0,312455;-1,325885;-0,843159;-0,869934;-4,286798;35
2;1;2;192;27,669271;3;-0,18764;-0,503567;0,513164;0,991216;-0,020909;0,437809;40;1;167;20,079601;4;0,61359;0,59605;0,983416;-0,752372;0,141313;0,256678;38
