gelukm;gelukv;educm;heightm;BMIm;healthm;consm;extram;agreem;emom;autom;riskym;Agem;educv;heightv;BMIv;healthv;consv;extrav;agreev;emov;autov;riskyv;Agev
2;1;3;177;22,343515;3;0,346999;-1,05141;1,016607;0,731607;0,673375;0,079311;42;1;172;19,605192;4;0,615046;0,312455;0,426369;-0,457643;0,04217;0,211245;39
1;2;3;178;26,511805;4;-1,98532;0,217057;0,703757;0,405883;0,986692;0,239189;35;2;178;20,199471;3;0,891351;-0,238336;-0,386769;-0,573773;-0,516766;0,166765;38
2;3;3;179;19,974407;4;0,087936;-0,797817;-1,31795;-0,233289;-0,516766;0,215855;42;2;165;22,038567;2;-1,011211;-0,370951;-0,441823;-0,443838;0,022683;0,150485;40
2;2;3;181;22,587833;3;-0,513971;0,044276;-2,106716;-0,029581;0,21363;0,187056;37;2;174;25,102392;3;-0,478029;-0,501601;0,719628;-0,637647;0,716921;0,221585;33
2;2;2;170;21,107267;3;0,080408;0,349181;0,255368;0,204388;-0,374031;0,150207;35;2;168;22,675737;3;0,327571;0,879644;-0,857905;-1,641137;-1,259215;-0,118151;34
2;2;1;183;25,680075;4;-0,208525;-0,21899;-0,509592;-0,169717;-0,107999;-2,057678;31;1;177;24,89706;3;-0,208525;-0,21899;0,477702;0,093962;0,927354;-2,078844;29
2;2;1;173;24,391058;4;-0,741707;0,329836;1,223071;-0,098923;1,466803;0,242595;41;2;176;22,598141;3;-0,205611;0,046241;0,997016;0,442312;1,224878;0,280934;38
2;2;2;198;20,151005;3;-0,227952;-1,335986;0,45811;-0,348183;1,478856;-0,3456;29;2;172;20,281233;3;0,22196;0,595067;-0,659943;0,186109;-0,881987;0,090912;26
2;1;2;185;22,790358;4;-1,554107;0,870954;-0,162574;-0,006068;-0,407856;0,511052;33;2;170;22,49135;3;0,346999;-0,52193;1,258533;0,760654;0,661323;-0,222695;33
2;1;2;185;23,374725;3;-0,783476;1,446832;-1,099831;-0,710833;0,697481;0,441381;30;3;170;19,377163;3;-1,544393;0,044276;0,235776;-0,568376;0,066275;0,207387;23
2,5;2;3;194;24,710384;3;0,614318;0,189021;-1,310015;-0,770414;-1,433489;0,629072;35;2;180;19,444445;3;-0,332106;-0,512748;0,356739;0,270669;-0,038941;0,273231;34
1,5;1,5;3;175;23,183674;4;0,078951;0,328853;-0,822443;-0,333436;-0,937585;0,496076;30;3;160;20,3125;3;0,079679;0,17984;-1,196987;-0,759064;-0,931559;0,173864;28
2;1;2;185;26,004383;2;-0,209981;-0,219481;-0,297054;-0,159052;0,143646;0,36122;35;2;172;20,281233;4;-1,163934;-0,097521;-1,353413;-0,447471;-0,457428;-0,58963;28
2;2;2;192;21,430122;3;-0,741707;-0,645855;0,452035;-0,073675;0,611751;0,711101;33;2;175;22,204082;3;-0,466859;0,177874;-0,275602;-0,372953;0,387905;0,610585;27
2;2;3;187;22,877405;3;-0,331378;0,311473;-0,006149;0,2129;-0,628009;0,363264;43;3;164;24,167162;3;-0,865288;-0,494385;0,089147;-0,097909;0,375852;0,436249;38
1;1;2;182;21,132713;3;-1,29723;0,328853;-0,596388;-0,977971;0,121873;0,31791;26;2;168;21,967121;4;0,346999;0,349181;0,45811;0,183058;0,661323;-0,391481;25
2;2;1;185;24,251278;2;0,634474;-1,05141;0,532756;0,460802;-0,17565;0,2352;26;1;170;20,069204;3;-0,750692;-0,189971;-0,481007;-1,095163;0,887502;0,062702;22
1;1;2;179;28,08901;2;0,080408;0,472616;-0,632415;-0,537546;0,384165;0,135546;32;2;161;21,218317;4;-0,886173;0,727683;-0,164435;-0,175447;-0,540872;0,120168;28
2;2;3;185;19,284149;3;0,078951;-0,806507;-0,248075;0,189311;-0,925533;0,317267;39;2;176;19,369835;3;0,078951;0,046241;-0,545054;-0,71114;-0,429629;-0,445574;38
2;2;3;179;24,343809;3;0,191362;0,311473;-0,529184;0,106568;-0,473221;0,453091;41;1;172;21,295294;3;0,633746;0,036569;-1,038701;-1,053059;-0,990897;0,173864;37
2;2;2;177;25,216253;3;-0,198082;-0,228663;-0,285398;-0,136145;-0,07048;0,355323;35;2;170;22,145329;3;0,058795;0,480814;0,616396;0,410961;0,518587;0,249154;34
2;2;2;186;20,233553;3;-0,608411;0,737847;-0,041612;0,175683;-0,286893;0,346522;28;2;158;19,628265;3;-1,707559;-1,062065;0,608461;-0,43695;0,462989;0,159508;27
1;2;2;180;25,308641;4;-1,143778;0,188039;-0,303129;0,140286;-0,132105;0,251084;40;2;172;22,309357;3;0,881637;-0,483238;-0,061203;-0,308411;-0,199756;0,201897;38
1,5;1,5;2;173;26,395803;3;-0,197354;-0,238336;-0,303129;-0,285503;0,43145;-3,540695;35;2;175;20,571428;3;-0,208525;1,144875;0,267518;0,349382;-0,132105;0,287191;31
1;1;2;178;26,511805;2;-0,066972;-0,646838;0,120888;0,740214;-0,187703;0,413668;27;2;173;21,383942;3;-0,464673;-0,787652;-0,174231;0,284957;0,088048;0,166708;31
2;2;3;178;23,04002;4;-0,507171;-0,36177;0,198453;-0,052129;0,893528;0,0993;27;3;165;21,671259;4;0,211518;0,178366;-0,53898;0,161664;0,000911;0,064492;34
2;2;2;175;22,204082;4;-0,897343;-1,053375;-0,154639;0,26861;0,155699;-0,037788;36;2;170;21,107267;3;0,058066;-0,076701;0,105018;0,006553;0,094074;0,173864;34
2;2;2;174;23,781214;4;-0,950014;0,859316;-0,228483;1,069914;-1,223056;-0,086308;29;1;175;23,183674;4;-1,608955;0,858333;-2,316467;-1,455591;-0,782751;-2,30583;25
1,5;1,5;3;178;24,93372;3;0,345542;-1,620564;-0,029462;0,244256;1,23693;0,41969;39;2;172;22,985397;3;0,633017;0,311473;0,235776;0,84175;-0,386083;0,629656;37
2;2;2;172;27,379665;4;0,078951;-0,787161;1,535921;0,738546;0,605725;-1,33096;34;2;165;21,303949;3;-0,475116;-0,465858;-1,119422;-0,882389;-0,386083;-1,258878;33
1,5;1,5;2;172;27,379665;4;-0,189097;0,045259;0,290831;1,112603;-0,671554;0,206592;36;2;175;22,204082;4;-0,630752;-0,815197;0,604739;0,153971;1,478856;0,34149;29
1;1;2;190;24,930748;4;-2,941458;0,289179;-2,645622;-0,425514;-1,024676;-2,529978;31;2;171;25,648918;3;-0,475844;0,462943;0,216185;0,011747;0,391598;0,310549;28
3;2;2;190;22,714682;4;-0,597969;0,063622;-0,041612;-0,846862;-0,259094;0,17657;35;2;173;24,391058;4;0,345542;0,047224;-0,509592;0,215161;-1,179511;0,317908;34
1;1;2;181;26,555965;4;-0,743163;-0,219973;0,493573;0,331652;0,982952;0,24813;37;3;168;20,549887;4;0,634474;0,59605;-0,00987;0,357098;-0,076507;0,314817;36
2;2;2;177;22,024323;3;-0,741707;-0,749452;-0,287258;0,570945;0,43145;0,558674;38;2;163;25,593737;3;0,06098;1,163238;0,45811;-0,301453;0,04217;0,177977;38
1;2;2;187;18,301924;3;-0,061873;-0,254733;-1,123144;-0,335104;0,800365;-0,507071;28;2;167;19,003908;3;-0,475844;1,163238;-0,537119;-0,004539;-1,120173;-0,08445;27
2;2;2;182;25,661152;3;-0,600154;0,330327;-0,025741;-0,055846;-0,69566;0,436507;38;1;158;22,031725;3;-0,054345;-0,087357;-0,640351;-0,92181;-0,770744;0,341728;36
2;2;2;178;21,461937;4;-1,315201;1,42847;-0,248075;0,083424;-0,615956;0,298777;34;2;180;24,382715;2;-0,072316;1,001604;0,063481;-0,884258;0,425424;0,310871;27
2;2;2;182;24,151672;3;-0,476572;-0,096047;-0,667878;-0,317421;0,062535;0,499844;45;2;172;19,267172;4;-0,075958;0,05444;-0,025741;-0,168095;0,177472;0,143665;31
2;1;2;176;21,952478;3;-1,020925;-1,611873;0,051824;0,127539;0,865729;0,171702;28;2;162;20,95717;4;-0,772305;-0,645364;0,206389;-0,281299;0,258582;0,233498;27
1;1;2;198;20,40608;4;-0,207068;-0,361278;-0,17237;0,207987;0,685428;0,349029;37;2;167;19,721037;3;-1,00004;0,613921;0,06162;-0,527355;0,645576;-0,141642;37
1;2;2;185;23,959095;4;-1,295773;-1,035995;0,703757;0,724789;1,732834;0,268903;31;2;163;24,088223;3;0,348455;0,065587;-0,806572;-0,586511;-0,937585;0,097432;30
1;2;2;184;35,444233;2;-1,256918;0,878661;-0,248075;-0,141308;-0,727152;-0,773158;37;2;173;26,729927;2;-0,743163;0,063622;0,251647;-0,19505;0,177472;-1,712011;33
2;2;3;194;24,178978;4;-0,313407;-0,228171;0,390341;1,145025;0,840217;0,442423;34;2;170;20,761246;4;0,201804;0,481797;-0,695405;0,123821;-0,286893;-1,678915;33
3;2;2;185;27,757486;3;0,61359;0,878661;0,200314;-0,087983;0,617777;-0,773158;38;1;172;26,365602;3;-0,168212;0,879644;-0,802851;0,176287;-0,981131;-4,286798;38
2;2;2;183;20,603781;2;0,06098;0,026896;0,251647;-0,148339;-0,132105;0,433696;43;2;168;28,344671;2;-0,18764;-0,21899;-0,025741;-0,462659;0,375852;-0,014969;40
1;2;2;178;22,724403;3;-1,054437;0,009516;-2,645622;-1,516386;-0,492707;-0,301304;40;2;170;16,608997;1;-1,216605;-0,561604;0,219906;-0,454944;0,796625;0,127509;37
2;2;2;176;24,212294;3;-1,277802;0,61343;-0,584238;-0,740403;0,419397;-0,773158;38;2;167;20,438166;4;-0,720822;-0,523895;-1,099831;-0,340206;0,387905;-0,322909;36
2,5;2,5;2;193;28,188677;3;-2,272796;-1,601218;0,739219;-0,215835;1,490909;0,121055;29;1;170;20,069204;4;-0,475116;0,615395;0,981145;-0,058699;1,224878;0,098392;28
2,5;2;2;188;20,937075;3;0,324657;-0,520947;1,258533;0,233295;0,915301;0,280934;45;2;177;20,109163;3;1,169113;-0,52193;0,426369;-0,475964;0,804105;0,592637;34
2;2;3;200;20,5;3;0,902522;-0,503567;0,045184;1,522505;-0,615956;0,156261;29;2;162;21,71925;2;-0,493087;1,466178;0,129389;-0,464413;0,593672;0,690169;29
2;2;2;184;25,697069;3;-0,475116;-0,749452;-0,248075;0,182466;0,201577;0,209554;45;2;173;19,045073;2;0,635931;-0,21899;0,75509;-0,009055;0,673375;-0,069793;35
2,5;2,5;3;185;19,868517;3;-0,207068;-0,502584;0,513164;0,856048;0,177472;0,286508;30;3;173;20,715694;3;0,06098;-0,21899;0,216185;-0,587101;0,419397;-2,075396;31
2;1;2;183;25,680075;3;0,899608;-0,52193;0,251647;0,863531;0,177472;0,173864;41;1;160;25;4;0,604604;0,74752;0,450175;0,076171;-0,156211;-3,619113;39
2;2;1;198;28,058361;3;0,101292;-0,52193;-0,322721;-1,032941;-0,707713;0,365224;32;2;170;20,069204;4;0,635931;-1,602201;1,761976;0,706395;1,101628;0,173023;30
3;3;1;192;26,041666;3;0,92195;0,614413;-0,287258;0,62196;-0,386083;0,79258;37;2;169;27,309969;3;0,059523;-0,237353;-0,025741;-0,187569;-0,132105;0,051074;34
1;1;1;178;25,880571;4;-1,298687;-1,071738;0,45811;-0,451887;-0,465787;-1,396919;30;1;168;23,030045;3;-1,29723;0,614413;-0,283537;-0,044685;-0,628009;0,043496;26
2;3;2;180;25;2;-0,743163;0,026896;0,200314;0,157799;0,363799;0,171697;38;2;165;31,221304;2;0,327571;0,169184;-0,303129;-0,85019;-0,132105;0,195476;37
1,5;1,5;2;185;21,913805;3;-0,189097;-0,237353;-0,806572;-0,051622;0,133926;0,337113;31;2;157;21,907583;3;0,633017;-0,238336;0,477702;0,090954;0,673375;0,049031;28
3;;2;183;23,291229;4;0,068509;-0,493894;-0,287258;0,22733;-0,132105;0,370704;40;2;168;21,258503;4;-1,563821;-0,805524;-0,33487;-0,700276;-0,132105;0,382752;38
2;1;2;190;24,930748;4;-0,455688;-0,238336;-0,006149;0,336312;-0,628009;-0,432326;31;1;180;20,061728;3;-0,198082;0,179348;-0,033676;-0,126806;-0,132105;0,146896;28
2;2;2;170;26,98962;4;0,222689;0,178857;-0,433888;-0,471135;0,177472;0,547689;32;1;158;24,034611;3;-0,208525;-0,787161;-0,025741;-0,32361;0,121873;-0,091202;31
2;2;2;186;26,59267;4;0,058795;0,04575;-0,287258;-0,386032;-0,358284;0,302125;37;2;169;28,71048;4;-0,74462;0,61343;-0,025741;-0,330923;0,375852;0,459101;38
1,5;1,5;2;189;23,515579;4;-0,208525;0,575721;0,196593;0,325944;0,804105;0,583943;31;2;163;23,711845;3;0,880181;0,880627;-0,509592;0,193192;-0,925533;-0,805566;28
2;2;2;176;29,377583;4;0,901065;0,614413;1,761976;1,24088;0,339693;0,381147;43;1;163;19,571682;4;1,703752;0,880627;0,513164;1,233566;0,177472;-0,288336;40
2;2,5;2;182;25,661152;3;-0,475116;-1,052392;-0,564646;0,18301;0,43145;-0,354983;34;2;174;18,826794;3;0,242845;0,745554;-0,408221;-0,588794;-0,098279;-0,020625;34
2,5;2;2;178;24,93372;3;0,078951;1,163238;-0,790701;-0,137615;-0,683607;0,626244;31;2;167;25,816629;2;-1,563821;0,312455;1,500459;-0,081427;1,466803;-0,500796;26
2;2;1;179;27,776911;3;-1,163934;-0,096047;-0,182166;-0,082812;-0,011142;0,428267;30;1;158;23,233456;3;0,078951;0,59605;-0,061203;0,076655;0,419397;0,286911;29
2;2;3;179;26,528511;3;0,099835;0,309507;-0,263945;0,172284;0,145979;0,041655;39;3;170;32,871971;4;-1,29723;-1,335986;1,52005;-1,196148;0,097768;0,067999;36
2,5;2;2;163;26,346495;2;-0,475116;-0,730107;0,735498;0,962592;1,113681;0,255708;25;2;160;27,34375;2;-0,205611;0,046241;-0,303129;-0,956311;-0,441682;0,542811;24
2;3;2;178;24,93372;3;-0,074501;0,036077;-0,017806;0,064832;0,121873;0,193274;39;2;169;21,357796;3;-0,331378;0,879153;-0,804711;-0,709129;-0,494993;0,243179;34
1;1;3;181;21,366869;4;-0,209253;0,311473;-0,416156;0,350399;-0,253068;0,343975;35;2;162;21,71925;4;-0,74025;0,064604;-0,374054;-1,117256;1,113681;-3,907239;31
2;1;1;187;28,024822;4;0,367883;-0,503567;0,251647;0,218452;-0,132105;0,334793;28;1;175;24,489796;4;0,078951;-0,219973;1,238941;0,580958;1,04603;0,60599;30
1;1;3;187;23,735308;4;0,366426;-0,482256;0,009722;0,782205;-0,064454;0,47895;36;3;172;21,971336;4;-0,74462;0,063622;1,274404;0,760298;1,423258;0,353834;34
1,5;1,5;2;172;27,717686;4;-0,475116;-0,645855;-0,564646;-0,07854;-0,132105;0,160071;38;2;152;23,372576;4;-0,741707;-0,220955;-0,267666;-0,218805;-0,191443;0,280934;38
2;2;1;189;19,596315;3;-1,030639;0,614413;-0,041612;-0,351878;-0,132105;0,22728;32;2;172;26,365602;3;-0,764048;0,329836;-0,00987;-0,305475;-0,076507;0,031463;28
2;2;2;183;26,277285;3;-0,310493;-0,389805;-0,424092;-0,296867;-0,971411;0,112993;35;2;170;23,875433;4;-0,18764;0,330818;-0,164435;0,575099;-0,132105;0,348341;29
1,5;2;3;190;21,052631;3;0,059523;0,026896;0,235776;0,742923;-0,132105;0,207951;34;3;170;19,031141;3;0,901065;-0,768798;-0,271388;0,585244;0,375852;-0,036623;33
2;;2;185;21,913805;1;0,059523;-1,05141;-0,025741;0,268611;0,066275;-0,58778;24;2;172;27,717686;3;-0,537769;-0,519964;-1,135293;-0,672986;-0,132105;-0,462762;24
2;1;3;182;24,151672;3;0,058795;0,339017;-0,39049;0,275357;-0,374031;0,142371;37;2;164;25,654373;4;-1,277074;1,031114;0,331073;-0,361621;0,193218;0,221208;37
2;1;3;187;26,309017;3;-0,762591;-0,910595;0,743433;0,985652;1,478856;0,483907;39;2;186;22,835011;3;-0,62031;0,888334;-0,529184;-0,426054;-0,092253;0,328856;36
2,5;2,5;1;183;22,395414;3;0,058066;-1,336969;-0,00987;0,217814;0,43145;0,019397;34;2;169;32,561886;2;0,346999;-0,218007;-0,564646;-1,231824;-0,132105;0,07269;35
2;2;2;185;21,913805;3;-0,331378;-0,086374;-0,416156;-0,341095;-0,407856;-0,905798;33;2;168;26,57313;3;-0,475116;-0,503567;-0,303129;-0,469194;-0,132105;-4,286798;30
2;1;3;190;24,930748;3;-1,297958;0,177874;-0,719211;-0,430984;0,121873;-0,143792;33;2;165;19,467402;3;-0,457145;0,879644;-0,045333;-0,29821;0,419397;0,090118;40
2;2;3;178;23,04002;4;-0,475116;0,329836;-0,303129;-0,326901;-0,259094;0,458564;44;1;172;23,661438;3;-0,465402;0,595067;-0,303129;-0,636633;-0,259094;0,645615;39
2;2;2;192;22,786459;4;-0,34182;0,207384;-0,93547;-0,097243;-0,748972;0,514624;30;2;168;28,344671;3;0,078223;0,198203;-0,180306;-0,523816;-0,132105;0,357467;29
2;2;2;193;26,309431;3;-0,475116;-1,072721;-0,303129;-0,212828;0,43145;0,322839;28;2;165;23,875114;3;0,078951;-0,096047;-0,39049;-0,330594;-0,036655;0,028419;28
2,5;2;3;183;29,860552;1;0,36497;-1,638927;-1,08396;-0,308055;-0,374031;-0,036623;52;2;168;33,659298;3;-0,331378;0,651139;0,602386;-0,458454;1,524734;-0,550758;40
2;2;1;173;25,059307;4;0,078951;0,045259;-0,564646;-0,465951;-0,132105;0,185973;32;2;163;21,077196;3;-0,342548;-0,361278;-0,164435;-0,529769;0,022683;0,03077;30
2;2;2;187;26,594984;3;-1,161749;0,055914;-0,164435;-0,068349;-0,259094;0,778526;37;1;165;20,202021;3;-0,064787;-0,096538;-0,273741;-0,591883;-0,114026;0,23484;34
2;2;2;184;25,697069;3;-1,021653;-0,380133;-0,578656;-0,851471;-0,280867;0,192449;29;2;172;19,267172;4;-0,218967;0,888334;0,348804;-0,700325;-0,673887;-0,187322;29
3;2;3;176;24,212294;3;0,211518;-0,09703;-0,798637;-0,597353;-0,628009;-0,030929;40;2;167;29,402273;3;-0,60914;0,481797;0,219906;-0,4441;0,221063;-0,114803;36
2;2;2;175;26,12245;4;-0,454231;-0,768798;0,75509;0,848923;0,673375;0,06375;33;2;160;21,484375;4;-0,608411;-0,361278;-0,433888;-0,467371;0,375852;0,130635;31
2;1,5;2;189;20,436157;3;0,902522;-0,541275;-1,290423;0,351745;-1,365838;-0,11414;36;2;163;21,453573;4;1,167656;0,065587;0,216185;0,724433;0,109821;0,083596;33
2;2;2;172;26,365602;3;-1,154949;-0,351606;0,582794;-0,165906;-0,431962;0,258781;36;2;171;30,778702;3;-0,465402;-0,086374;-0,40636;-0,13974;-0,247041;0,026656;30
2;2;2;175;29,387754;4;-0,62031;0,329836;-0,015945;0,025965;-0,126079;0,455936;44;2;176;20,015495;4;-0,073772;0,454253;0,182583;-0,276578;-0,023195;0,60469;32
3;1;2;178;20,199471;4;-1,338999;1,163238;-0,600109;-0,686212;0,927354;0,311933;28;2;158;28,040379;4;-1,831869;-0,255716;-0,358183;-0,758726;0,605725;0,56473;31
2;2;3;182;24,453568;4;0,510164;0,207384;0,43746;1,775224;-0,50476;0,473814;41;2;160;25,390625;4;1,148228;-0,787161;1,52005;0,387187;1,478856;0,239831;39
2;1;3;187;22,305471;3;0,058066;0,055423;-0,025741;-0,096831;-0,132105;0,25856;37;2;170;22,49135;3;-2,941458;0,289179;-2,645622;-0,425514;-1,024676;0,280934;35
2;1,5;3;176;23,889463;3;0,221232;-0,788635;0,101297;0,346612;0,899555;0,47334;42;2;175;16,32653;3;0,883094;0,89899;-0,560925;-0,959791;-0,881987;0,607813;40
2;2;1;187;26,309017;4;0,078951;-0,21899;-0,529184;0,189545;-0,628009;0,209995;41;1;170;22,145329;4;-0,208525;-0,767815;-0,287258;-0,326853;0,121873;0,256315;36
2;2;3;185;25,712198;4;-0,619582;0,340491;0,091501;0,54769;0,63955;0,288902;34;3;162;21,338211;3;-0,475116;0,879153;0,370749;-0,031107;-0,072767;-0,136276;35
2;2;2;187;24,59321;4;0,367883;0,31049;-1,310015;0,054095;-1,997044;0,186417;32;2;159;32,039871;4;-0,207068;0,311473;-0,493721;-0,833238;-1,179511;0,05236;26
1;2;2;182;22,944088;3;0,078223;0,197711;-0,128972;-0,133524;-0,219242;0,16332;29;2;168;19,486961;4;0,068509;-0,37046;-0,242;-0,422886;-0,086227;-0,6682;23
2;2;3;180;18,518518;4;-0,352991;-0,086866;0,235776;-0,501206;0,657629;-0,18108;37;2;167;21,513859;4;-1,986777;1,304544;-0,487081;-0,278755;0,54036;0,134046;32
2;2;2;173;26,729927;3;-0,763319;-0,361278;-0,832238;-0,837887;-0,352258;0,17657;50;2;172;26,365602;3;-0,18764;0,595067;-0,319;-0,739813;-0,132105;0,437168;40
1,5;2;2;202;17,645329;4;0,367883;0,349181;-0,319;0,307996;-0,132105;0,066713;29;2;169;19,257029;3;0,460138;-0,095556;0,085426;-0,177021;0,518587;0,145592;28
2;2;2;186;26,014568;4;0,099835;0,879644;0,477702;0,460754;0,673375;0,244086;25;2;166;21,410946;4;-0,332106;-0,077684;-0,93547;-0,187462;-0,395803;0,023652;24
2;2;2;170;23,875433;3;-0,454231;-0,768798;0,235776;-0,608196;0,487048;-4,286798;36;2;169;25,209202;4;-0,786389;-0,183247;-1,325885;-0,459108;-0,163598;-0,091845;39
2;2;2;192;27,126736;3;-1,029182;-0,219973;-0,287258;0,467879;-0,132105;-0,054226;30;1;175;25,469387;3;0,61359;-0,21899;-0,287258;-0,440926;-0,386083;0,016029;31
2;1;3;175;26,12245;1;0,633017;1,021441;-0,521249;0,487471;-0,092253;0,057836;52;3;174;23,781214;4;-0,198811;0,747028;0,572998;-0,007807;0,915301;0,178678;40
2;2;2;176;24,212294;4;-0,352991;0,45327;0,261443;0,107942;0,000911;0,252003;44;2;170;22,49135;2;-0,60914;-0,229154;-0,424092;-0,58864;-0,153878;0,082676;39
1,5;2;2;185;23,374725;3;0,077494;-1,337952;-1,08396;0,586095;0,133926;0,750475;31;2;175;25,795918;3;-0,762591;0,898007;0,735498;0,463642;0,407344;0,051717;27
2;2;3;193;22,819405;3;-1,040353;-0,389314;0,346943;-0,072409;0,546386;0,639339;25;3;168;21,612812;2;0,078951;-1,035012;-0,459554;-0,146826;0,750793;0,628991;25
2;2;2;185;23,374725;4;-0,609868;0,45327;-0,658082;0,213196;-0,494993;0,04013;36;2;175;20,244898;4;-0,752877;0,452778;0,452035;-0,312058;0,484762;0,441098;37
2;3;3;192;23,328993;3;-0,207796;-0,503075;-0,174231;-0,054249;0,397624;0,013703;40;2;170;22,83737;4;0,614318;0,178366;-0,267666;-0,576009;-0,092253;-0,394202;38
2;3;2;186;21,967857;4;-0,34182;-0,36177;-0,779045;-0,037488;-0,925533;0,10042;38;1;162;30,102119;1;-0,31195;0,197711;-0,683748;-0,880601;-0,318432;0,165662;37
2;2;2;186;21,678806;3;-0,630024;-0,503567;-0,191962;0,013631;0,490788;0,169051;32;1;170;23,529411;3;-0,464673;-0,511274;0,602386;0,247351;-0,419909;0,12057;30
2;2;2;185;24,251278;4;0,078951;0,86948;-0,816368;-0,868159;-0,153878;-0,079176;30;2;173;26,06168;2;-0,762591;0,736864;-0,293333;-0,369212;0,409677;-0,29253;27
2;1;3;183;23,291229;4;-0,043174;-1,232389;-0,461415;-0,386271;0,209011;0,44543;28;2;171;20,519135;4;-1,563821;0,312455;-0,527323;-0,127327;-0,90376;0,55701;29
2;1,5;2;170;23,183392;4;-0,361976;0,055423;-0,148564;0,259;-0,032915;0,096609;34;2;155;20,395422;4;-0,764048;0,898007;-0,287258;-0,18456;0,685428;0,207511;37
2;1;3;172;21,971336;4;-0,618125;0,463434;-0,277462;-0,279146;-0,280867;0,025274;42;2;171;18,125235;4;-1,031367;-0,351606;0,997016;-0,234507;1,014491;-0,01058;34
1;1;2;173;21,049818;3;-0,065515;0,339017;-0,015945;-0,059611;-0,098279;0,284903;39;2;168;24,447279;3;0,592705;0,624085;-0,3275;0,13653;-1,195257;0,365203;35
3;2;2;194;23,913275;2;-0,494543;-0,52193;-0,251796;-0,158877;-0,937585;-0,012206;35;2;168;24,447279;3;0,901065;1,42847;0,497294;-0,092221;-1,314813;0,346496;36
2;3;2;174;27,08416;3;0,34627;-0,381115;0,079351;0,137042;-0,011142;0,257213;54;1;168;20,195578;3;0,366426;-0,92945;-0,398425;-0,246865;-0,247041;0,296854;34
1;2;2;191;24,122147;3;-0,741707;-0,256698;0,493573;0,848923;0,363799;0,261526;26;2;181;21,97735;3;-0,227952;0,878661;0,703757;-1,228581;0,915301;0,210076;25
1,5;1;3;180;25;3;0,096922;-1,070755;-0,232204;1,229919;-0,814336;0,491106;41;3;167;22,230988;3;0,062437;1,713046;0,426369;-0,333013;0,153366;0,465077;35
2;2;1;170;25,951557;3;0,068509;-0,503567;-1,068089;0,259816;-0,374031;-0,144098;40;2;160;21,09375;3;-0,475116;-0,627001;-0,972793;-0,415473;0,149672;-0,61135;37
1;1;2;196;23,427738;3;-1,15422;0,04575;0,095222;0,135954;0,143646;0,091397;28;3;180;16,975309;3;-0,198811;-0,362261;0,233916;0,038572;0,961179;0,114696;25
2;2;3;187;17,72999;3;-0,484101;-0,541275;-1,351552;-1,000923;0,167752;0,490147;28;3;170;20,069204;3;-0,352262;0,197711;-0,798637;-0,231845;-0,147851;0,001772;28
2;2,5;2;187;28,596758;4;0,635931;0,879644;0,045184;-0,408897;-1,489087;0,182329;41;2;172;18,253109;3;-0,473659;-0,199644;-0,041612;-0,849956;-0,751258;-0,126248;38
2;1,5;3;175;26,775511;4;0,068509;0,320654;0,913376;0,879226;0,022683;0,414975;39;2;160;25,390625;3;0,50045;0,859316;-0,937331;0,081807;0,443503;-0,089609;40
2;2;2;173;25,059307;4;0,078951;-0,50455;-0,303129;-0,143007;-0,005116;0,218734;38;2;167;21,513859;3;0,623304;0,71801;-0,580517;-0,591212;0,149672;-0,139125;37
1;2;3;183;20,902386;4;-0,434803;-0,787161;0,235776;0,445911;-0,949638;0,372804;43;2;172;20,281233;4;0,615046;-0,199644;0,44224;-0,850594;0,859703;0,309608;40
2;2;2;177;22,343515;4;-0,18764;0,065587;-0,232204;0,570185;-0,560358;0,141266;40;2;173;20,715694;4;-0,207068;0,064604;0,251647;0,485779;0,121873;0,216694;37
2;2;3;187;24,59321;3;0,099835;-1,317624;0,493573;0,984325;1,23693;0,262847;31;2;180;20,370371;4;0,326114;0,330818;-0,806572;-0,704654;-0,683607;0,64329;29
2;2;2;184;21,561909;3;-0,302236;-0,237844;-0,006149;0,543298;-0,881987;0,07552;38;1;172;20,619253;4;-0,846589;-0,248008;-0,788841;-0,379853;-1,00295;0,180121;39
2;2;1;187;20,875633;4;0,080408;1,163238;0,997016;0,46021;0,605725;0,006003;31;1;179;21,222809;4;-0,18764;0,879644;-0,287258;-0,08126;-0,441682;-0,058161;29
2;2;1;183;26,874496;4;-0,475116;0,615395;0,981145;0,061456;0,407344;0,136489;31;1;165;19,834711;3;0,881637;-0,199644;0,477702;-0,576328;0,363799;0,010051;31
2;2;2;185;19,576334;4;0,058795;-0,484221;-0,027602;-0,166036;0,115847;0,153392;33;2;168;17,361111;3;0,058795;1,011768;-0,398425;-0,29595;-0,219242;0,192416;25
;;2;176;24,212294;4;-1,60559;0,633758;-1,38094;-0,554335;0,121873;0,382913;37;1;165;21,303949;4;-1,586162;0,59605;-1,341756;-0,70006;0,003197;-0,572703;30
2;2;2;180;32,407406;4;-0,032732;-1,630728;0,174647;0,106185;-0,459761;0,177113;31;2;176;21,952478;4;-0,475116;-0,380133;0,069555;0,458967;0,109821;0,246996;33
2;2;2;178;23,671253;4;-1,020925;0,187547;-0,269527;0,403422;0,437476;-0,092086;37;2;169;22,758307;4;-1,154949;0,339017;-0,182166;0,030072;0,469015;-0,544183;34
2;2;3;179;24,343809;3;-0,473659;-0,23637;0,477702;0,200318;0,363799;-0,054428;39;3;172;22,985397;3;-0,628567;-0,095556;-0,061203;-0,262232;0,490788;-0,568501;39
